time	stanley	env	control	diff_stanley	diff_control
9:57:06	2,625	25,4375	24,875	22,8125	0,5625
9:58:03	2,625	25,4375	24,875	22,8125	0,5625
9:59:01	2,625	25,4375	24,875	22,8125	0,5625
9:59:59	2,63125	25,4375	24,8813	22,8062	0,55625
10:00:56	2,63125	25,4375	24,8875	22,8062	0,55
10:01:54	2,6375	25,4375	24,925	22,8	0,5125
10:02:51	2,64688	25,4375	24,9312	22,7906	0,50625
10:03:49	2,66562	25,4563	24,9375	22,7906	0,51875
10:04:47	2,66875	25,4563	24,9375	22,7875	0,51875
10:05:44	2,68438	25,4438	24,9375	22,7594	0,50625
10:06:42	2,6875	25,4812	24,9375	22,7937	0,54375
10:07:39	2,6875	25,5	24,9375	22,8125	0,5625
10:08:37	2,6875	25,5	24,9375	22,8125	0,5625
10:09:35	2,6875	25,5	24,9375	22,8125	0,5625
10:10:32	2,69687	25,5	24,9438	22,8031	0,55625
10:11:30	2,69375	25,5	24,9625	22,8062	0,5375
10:12:27	2,69375	25,5	24,9844	22,8062	0,515625
10:13:25	2,71875	25,5281	24,9969	22,8094	0,53125
10:14:23	2,73438	25,5531	25	22,8188	0,553125
10:15:20	2,74688	25,55	25	22,8031	0,55
10:16:18	2,75	25,5625	25	22,8125	0,5625
10:17:15	2,74688	25,5625	25	22,8156	0,5625
10:18:13	2,75	25,5625	25	22,8125	0,5625
10:19:11	2,75	25,5625	25	22,8125	0,5625
10:20:08	2,75	25,5625	25	22,8125	0,5625
10:21:06	2,7625	25,5625	25,0188	22,8	0,54375
10:22:06	2,7625	25,5625	25,0312	22,8	0,53125
10:23:04	2,77813	25,5625	25,0594	22,7844	0,503125
10:24:02	2,79062	25,5875	25,0625	22,7969	0,525
10:24:59	2,79688	25,5844	25,0625	22,7875	0,521875
10:25:57	2,80938	25,5656	25,0625	22,7563	0,503125
10:26:54	2,80938	25,6031	25,0625	22,7937	0,540625
10:27:52	2,80625	25,6125	25,0625	22,8063	0,55
10:28:50	2,8125	25,625	25,0625	22,8125	0,5625
10:29:47	2,8125	25,625	25,0625	22,8125	0,5625
10:30:45	2,81562	25,625	25,0625	22,8094	0,5625
10:31:42	2,81875	25,625	25,0656	22,8062	0,559375
10:32:40	2,8375	25,625	25,075	22,7875	0,55
10:33:38	2,84687	25,625	25,1	22,7781	0,525
10:34:35	2,85938	25,625	25,1125	22,7656	0,5125
10:35:33	2,87188	25,625	25,1125	22,7531	0,5125
10:36:30	2,86875	25,625	25,1219	22,7563	0,503125
10:37:28	2,875	25,6313	25,125	22,7563	0,50625
10:38:26	2,875	25,6812	25,125	22,8062	0,55625
10:39:23	2,87812	25,6687	25,125	22,7906	0,54375
10:40:21	2,87812	25,6844	25,125	22,8062	0,559375
10:41:18	2,88125	25,6875	25,125	22,8062	0,5625
10:42:16	2,9	25,6875	25,125	22,7875	0,5625
10:43:14	2,91562	25,6875	25,125	22,7719	0,5625
10:44:11	2,9125	25,6875	25,125	22,775	0,5625
10:45:09	2,93438	25,6875	25,125	22,7531	0,5625
10:46:06	2,93438	25,6875	25,1281	22,7531	0,559375
10:47:04	2,93438	25,6875	25,125	22,7531	0,5625
10:48:02	2,9375	25,6875	25,1469	22,75	0,540625
10:48:59	2,9375	25,7281	25,1687	22,7906	0,559375
10:49:57	2,9375	25,7312	25,1844	22,7937	0,546875
10:50:54	2,94375	25,75	25,1875	22,8062	0,5625
10:51:52	2,95625	25,75	25,1875	22,7937	0,5625
10:52:50	2,96563	25,75	25,1875	22,7844	0,5625
10:53:47	2,96875	25,75	25,1875	22,7812	0,5625
10:54:45	2,9875	25,75	25,1875	22,7625	0,5625
10:55:42	3	25,75	25,1875	22,75	0,5625
10:56:40	3	25,7906	25,1906	22,7906	0,6
10:57:38	3	25,8	25,2156	22,8	0,584375
10:58:35	3	25,8094	25,2344	22,8094	0,575
10:59:33	3	25,8125	25,2437	22,8125	0,56875
11:00:30	3,00625	25,8125	25,25	22,8062	0,5625
11:01:28	3,025	25,8125	25,25	22,7875	0,5625
11:02:26	3,04375	25,8156	25,25	22,7719	0,565625
11:03:23	3,0375	25,8125	25,25	22,775	0,5625
11:04:21	3,05313	25,8375	25,25	22,7844	0,5875
11:05:18	3,0625	25,8281	25,25	22,7656	0,578125
11:06:16	3,0625	25,8594	25,25	22,7969	0,609375
11:07:14	3,0625	25,875	25,25	22,8125	0,625
11:08:11	3,0625	25,8781	25,25	22,8156	0,628125
11:09:09	3,07812	25,8906	25,25	22,8125	0,640625
11:10:06	3,07812	25,9187	25,25	22,8406	0,66875
11:11:04	3,10625	25,9375	25,2531	22,8313	0,684375
11:12:02	3,11563	25,9375	25,2563	22,8219	0,68125
11:12:59	3,12188	25,9375	25,275	22,8156	0,6625
11:13:57	3,12188	25,9375	25,3031	22,8156	0,634375
11:14:54	3,125	25,9375	25,3094	22,8125	0,628125
11:15:52	3,12812	25,9563	25,3125	22,8281	0,64375
11:16:50	3,1375	26	25,3125	22,8625	0,6875
11:17:47	3,14375	26,0063	25,3125	22,8625	0,69375
11:18:45	3,15937	26,0281	25,3125	22,8687	0,715625
11:19:42	3,175	26,0219	25,3125	22,8469	0,709375
11:20:40	3,1875	26,0156	25,3125	22,8281	0,703125
11:21:38	3,1875	26,0063	25,3219	22,8188	0,684375
11:22:35	3,19062	26,0125	25,3375	22,8219	0,675
11:23:33	3,19062	26,0031	25,3687	22,8125	0,634375
11:24:30	3,2	26,025	25,375	22,825	0,65
11:25:28	3,21563	26,0531	25,375	22,8375	0,678125
11:26:26	3,2375	26,0625	25,375	22,825	0,6875
11:27:23	3,24688	26,0594	25,375	22,8125	0,684375
11:28:21	3,25	26,0594	25,375	22,8094	0,684375
11:29:18	3,25	26,0625	25,375	22,8125	0,6875
11:30:16	3,2625	26,0469	25,375	22,7844	0,671875
11:31:14	3,27188	26,0469	25,375	22,775	0,671875
11:32:11	3,29062	26,0625	25,375	22,7719	0,6875
11:33:09	3,30625	26,0625	25,375	22,7563	0,6875
11:34:06	3,30938	26,0625	25,375	22,7531	0,6875
11:35:04	3,30938	26,0625	25,3906	22,7531	0,671875
11:36:02	3,325	26,0625	25,4062	22,7375	0,65625
11:36:59	3,33125	26,0625	25,4219	22,7312	0,640625
11:37:57	3,35312	26,0625	25,4312	22,7094	0,63125
11:38:54	3,37188	26,0625	25,4344	22,6906	0,628125
11:39:52	3,375	26,0625	25,4375	22,6875	0,625
11:40:50	3,38125	26,0625	25,4375	22,6812	0,625
11:41:47	3,39062	26,0625	25,4375	22,6719	0,625
11:42:45	3,41562	26,0625	25,4375	22,6469	0,625
11:43:42	3,43438	26,0625	25,4375	22,6281	0,625
11:44:40	3,4375	26,0625	25,4375	22,625	0,625
11:45:38	3,4375	26,0625	25,4375	22,625	0,625
11:46:35	3,45312	26,0625	25,4375	22,6094	0,625
11:47:33	3,47812	26,0625	25,4375	22,5844	0,625
11:48:30	3,4875	26,0625	25,4375	22,575	0,625
11:49:28	3,5	26,0625	25,4375	22,5625	0,625
11:50:26	3,50312	26,0625	25,4375	22,5594	0,625
11:51:23	3,50937	26,0625	25,4375	22,5531	0,625
11:52:21	3,54062	26,0625	25,4375	22,5219	0,625
11:53:18	3,55938	26,0625	25,4375	22,5031	0,625
11:54:16	3,5625	26,0625	25,4406	22,5	0,621875
11:55:14	3,5625	26,0625	25,4375	22,5	0,625
11:56:11	3,56875	26,0625	25,4438	22,4937	0,61875
11:57:09	3,59375	26,0625	25,4469	22,4688	0,615625
11:58:06	3,625	26,0469	25,4469	22,4219	0,6
11:59:04	3,625	26,0469	25,4531	22,4219	0,59375
12:00:02	3,63125	26,0375	25,4625	22,4062	0,575
12:00:59	3,64688	26,0406	25,4563	22,3937	0,584375
12:01:57	3,65625	26,0437	25,4438	22,3875	0,6
12:02:54	3,68438	26,05	25,4531	22,3656	0,596875
12:03:52	3,68438	26,0625	25,4469	22,3781	0,615625
12:04:50	3,69062	26,0625	25,4656	22,3719	0,596875
12:05:47	3,71563	26,0625	25,45	22,3469	0,6125
12:06:45	3,7375	26,0625	25,4625	22,325	0,6
12:07:42	3,75	26,0625	25,4781	22,3125	0,584375
12:08:40	3,75	26,0625	25,4812	22,3125	0,58125
12:09:38	3,75625	26,0625	25,4688	22,3062	0,59375
12:10:35	3,78125	26,0625	25,4844	22,2812	0,578125
12:11:33	3,79375	26,0625	25,4906	22,2688	0,571875
12:12:30	3,8125	26,0625	25,4937	22,25	0,56875
12:13:28	3,8125	26,0625	25,5	22,25	0,5625
12:14:26	3,8125	26,0625	25,5	22,25	0,5625
12:15:23	3,84375	26,0625	25,5	22,2188	0,5625
12:16:21	3,85312	26,0625	25,5	22,2094	0,5625
12:17:18	3,875	26,0625	25,5	22,1875	0,5625
12:18:16	3,875	26,0625	25,5	22,1875	0,5625
12:19:14	3,88437	26,0625	25,5	22,1781	0,5625
12:20:11	3,89375	26,0625	25,5	22,1687	0,5625
12:21:09	3,92813	26,0625	25,5	22,1344	0,5625
12:22:06	3,9375	26,0625	25,5	22,125	0,5625
12:23:04	3,9375	26,0625	25,5	22,125	0,5625
12:24:02	3,94375	26,0625	25,5	22,1187	0,5625
12:24:59	3,975	26,0625	25,4844	22,0875	0,578125
12:25:57	3,9875	26,0625	25,4844	22,075	0,578125
12:26:54	4	26,0625	25,4594	22,0625	0,603125
12:27:52	4,00312	26,0625	25,4563	22,0594	0,60625
12:28:50	4,0125	26,0625	25,4469	22,05	0,615625
12:29:47	4,04375	26,0531	25,4406	22,0094	0,6125
12:30:45	4,05938	26,0344	25,4406	21,975	0,59375
12:31:42	4,05938	26,0063	25,4375	21,9469	0,56875
12:32:43	4,06875	26,0031	25,4375	21,9344	0,565625
12:33:40	4,09063	26,0031	25,4375	21,9125	0,565625
12:34:38	4,10938	26	25,4375	21,8906	0,5625
12:35:36	4,12188	26	25,4375	21,8781	0,5625
12:36:33	4,125	26	25,4375	21,875	0,5625
12:37:31	4,15	26	25,4375	21,85	0,5625
12:38:28	4,15937	26	25,4344	21,8406	0,565625
12:39:26	4,18438	26	25,4344	21,8156	0,565625
12:40:24	4,19062	26	25,4281	21,8094	0,571875
12:41:21	4,19375	25,9937	25,4094	21,8	0,584375
12:42:19	4,20625	26	25,4031	21,7937	0,596875
12:43:16	4,24062	25,975	25,3844	21,7344	0,590625
12:44:14	4,25	25,9688	25,375	21,7188	0,59375
12:45:12	4,25312	25,9563	25,375	21,7031	0,58125
12:46:09	4,26562	25,9438	25,375	21,6781	0,56875
12:47:07	4,29688	25,9375	25,375	21,6406	0,5625
12:48:04	4,3125	25,9406	25,375	21,6281	0,565625
12:49:02	4,3125	25,9406	25,375	21,6281	0,565625
12:50:00	4,33125	25,9375	25,375	21,6062	0,5625
12:50:57	4,35938	25,9406	25,375	21,5813	0,565625
12:51:55	4,375	25,9375	25,375	21,5625	0,5625
12:52:52	4,38125	25,9875	25,375	21,6063	0,6125
12:53:50	4,40313	26	25,375	21,5969	0,625
12:54:48	4,425	26	25,375	21,575	0,625
12:55:45	4,4375	26	25,375	21,5625	0,625
12:56:43	4,4375	26	25,375	21,5625	0,625
12:57:40	4,45625	26	25,375	21,5437	0,625
12:58:38	4,4875	26	25,375	21,5125	0,625
12:59:36	4,49688	26	25,375	21,5031	0,625
13:00:33	4,50312	26	25,375	21,4969	0,625
13:01:31	4,54375	26	25,3687	21,4563	0,63125
13:02:28	4,55938	26	25,3687	21,4406	0,63125
13:03:26	4,5625	26	25,3375	21,4375	0,6625
13:04:24	4,56562	26	25,325	21,4344	0,675
13:05:21	4,60313	26	25,325	21,3969	0,675
13:06:19	4,62188	26	25,3125	21,3781	0,6875
13:07:16	4,62812	26	25,3125	21,3719	0,6875
13:08:14	4,65625	26	25,3125	21,3438	0,6875
13:09:12	4,68125	26	25,3125	21,3188	0,6875
13:10:09	4,6875	26	25,3125	21,3125	0,6875
13:11:07	4,7	26	25,3125	21,3	0,6875
13:12:04	4,71875	25,9969	25,3125	21,2781	0,684375
13:13:02	4,75	25,975	25,3125	21,225	0,6625
13:14:00	4,75	25,9844	25,3125	21,2344	0,671875
13:14:57	4,76562	25,9937	25,3125	21,2281	0,68125
13:15:55	4,80625	25,9781	25,3125	21,1719	0,665625
13:16:52	4,8125	25,95	25,3125	21,1375	0,6375
13:17:50	4,81562	25,9375	25,3125	21,1219	0,625
13:18:48	4,85625	25,9375	25,2906	21,0813	0,646875
13:19:45	4,875	25,9375	25,2906	21,0625	0,646875
13:20:43	4,88125	25,9375	25,2625	21,0562	0,675
13:21:40	4,91875	25,9375	25,2531	21,0188	0,684375
13:22:38	4,9375	25,9375	25,25	21	0,6875
13:23:36	4,94688	25,9375	25,25	20,9906	0,6875
13:24:33	4,96875	25,9187	25,25	20,95	0,66875
13:25:31	5	25,9219	25,25	20,9219	0,671875
13:26:28	5	25,8938	25,25	20,8938	0,64375
13:27:26	5,02187	25,8781	25,25	20,8563	0,628125
13:28:24	5,05625	25,8844	25,25	20,8281	0,634375
13:29:21	5,0625	25,9	25,25	20,8375	0,65
13:30:19	5,09375	25,8938	25,25	20,8	0,64375
13:31:16	5,10625	25,875	25,25	20,7688	0,625
13:32:14	5,12188	25,875	25,25	20,7531	0,625
13:33:12	5,13438	25,875	25,25	20,7406	0,625
13:34:09	5,175	25,875	25,25	20,7	0,625
13:35:07	5,1875	25,875	25,2469	20,6875	0,628125
13:36:04	5,20312	25,875	25,2437	20,6719	0,63125
13:37:02	5,23125	25,875	25,2219	20,6438	0,653125
13:38:00	5,25312	25,8719	25,2156	20,6187	0,65625
13:38:57	5,26562	25,8562	25,1938	20,5906	0,6625
13:39:55	5,29063	25,8406	25,1875	20,55	0,653125
13:40:52	5,3125	25,8344	25,1875	20,5219	0,646875
13:41:50	5,33125	25,8375	25,1875	20,5062	0,65
13:42:48	5,35313	25,8156	25,1875	20,4625	0,628125
13:43:45	5,375	25,8125	25,1875	20,4375	0,625
13:44:43	5,38438	25,8125	25,1875	20,4281	0,625
13:45:40	5,42812	25,8125	25,1875	20,3844	0,625
13:46:38	5,4375	25,8125	25,1844	20,375	0,628125
13:47:36	5,45	25,7594	25,1875	20,3094	0,571875
13:48:33	5,48438	25,75	25,1687	20,2656	0,58125
13:49:31	5,5	25,75	25,1344	20,25	0,615625
13:50:28	5,525	25,75	25,125	20,225	0,625
13:51:26	5,55	25,75	25,125	20,2	0,625
13:52:24	5,5625	25,75	25,125	20,1875	0,625
13:53:21	5,58125	25,75	25,125	20,1687	0,625
13:54:19	5,6125	25,7188	25,125	20,1062	0,59375
13:55:16	5,625	25,6938	25,125	20,0688	0,56875
13:56:14	5,65	25,6906	25,1156	20,0406	0,575
13:57:12	5,6875	25,6875	25,1125	20	0,575
13:58:09	5,69062	25,6875	25,0938	19,9969	0,59375
13:59:07	5,71875	25,6875	25,0625	19,9688	0,625
14:00:04	5,75	25,6875	25,0625	19,9375	0,625
14:01:02	5,75312	25,6844	25,0625	19,9312	0,621875
14:02:00	5,79688	25,6469	25,0625	19,85	0,584375
14:02:57	5,8125	25,6313	25,0625	19,8188	0,56875
14:03:55	5,82188	25,6281	25,0625	19,8062	0,565625
14:04:52	5,86562	25,6281	25,0594	19,7625	0,56875
14:05:50	5,875	25,625	25,0469	19,75	0,578125
14:06:48	5,89375	25,625	25,025	19,7312	0,6
14:07:45	5,93125	25,625	25,0188	19,6938	0,60625
14:08:43	5,94062	25,6156	25	19,675	0,615625
14:09:40	5,975	25,625	25	19,65	0,625
14:10:38	5,99688	25,6125	25	19,6156	0,6125
14:11:36	6,00938	25,6062	25	19,5969	0,60625
14:12:33	6,03437	25,6031	25	19,5687	0,603125
14:13:31	6,0625	25,5875	25	19,525	0,5875
14:14:28	6,08125	25,5844	25	19,5031	0,584375
14:15:26	6,1	25,5656	25	19,4656	0,565625
14:16:24	6,125	25,575	24,9812	19,45	0,59375
14:17:21	6,14687	25,5656	24,9406	19,4188	0,625
14:18:19	6,18438	25,5688	24,9375	19,3844	0,63125
14:19:16	6,19062	25,5625	24,9375	19,3719	0,625
14:20:14	6,21563	25,5625	24,9375	19,3469	0,625
14:21:12	6,25	25,5625	24,9375	19,3125	0,625
14:22:09	6,25625	25,5625	24,9375	19,3062	0,625
14:23:07	6,29375	25,5625	24,9375	19,2688	0,625
14:24:04	6,3125	25,5594	24,9375	19,2469	0,621875
14:25:02	6,3375	25,55	24,9375	19,2125	0,6125
14:26:00	6,36875	25,5188	24,9375	19,15	0,58125
14:26:57	6,37812	25,5375	24,9312	19,1594	0,60625
14:27:55	6,41563	25,5594	24,9344	19,1437	0,625
14:28:52	6,43438	25,5625	24,9219	19,1281	0,640625
14:29:50	6,45	25,5625	24,8906	19,1125	0,671875
14:30:48	6,48125	25,5625	24,8844	19,0813	0,678125
14:31:45	6,5	25,5625	24,8781	19,0625	0,684375
14:32:43	6,525	25,5625	24,8781	19,0375	0,684375
14:33:40	6,5625	25,5625	24,875	19	0,6875
14:34:38	6,5625	25,5562	24,875	18,9937	0,68125
14:35:36	6,6	25,5562	24,875	18,9562	0,68125
14:36:33	6,625	25,5625	24,875	18,9375	0,6875
14:37:31	6,64062	25,5594	24,875	18,9187	0,684375
14:38:28	6,6875	25,5344	24,875	18,8469	0,659375
14:39:26	6,69062	25,525	24,875	18,8344	0,65
14:40:26	6,7	25,5531	24,875	18,8531	0,678125
14:41:24	6,74375	25,5594	24,875	18,8156	0,684375
14:42:22	6,75312	25,5625	24,875	18,8094	0,6875
14:43:19	6,8	25,5625	24,875	18,7625	0,6875
14:44:17	6,8125	25,5625	24,875	18,75	0,6875
14:45:14	6,825	25,5594	24,875	18,7344	0,684375
14:46:12	6,86562	25,5625	24,875	18,6969	0,6875
14:47:10	6,88125	25,5531	24,8625	18,6719	0,690625
14:48:07	6,90625	25,5531	24,8531	18,6469	0,7
14:49:05	6,93438	25,5625	24,8438	18,6281	0,71875
14:50:02	6,94375	25,5625	24,8219	18,6187	0,740625
14:51:00	6,99062	25,5437	24,8125	18,5531	0,73125
14:51:58	7	25,5156	24,8156	18,5156	0,7
14:52:55	7,03125	25,5312	24,8125	18,5	0,71875
14:53:53	7,05	25,5375	24,8125	18,4875	0,725
14:54:50	7,075	25,5562	24,8125	18,4812	0,74375
14:55:48	7,1	25,5469	24,8125	18,4469	0,734375
14:56:46	7,12812	25,5625	24,8125	18,4344	0,75
14:57:43	7,14375	25,5625	24,8125	18,4187	0,75
14:58:41	7,1875	25,5625	24,8125	18,375	0,75
14:59:38	7,19062	25,5625	24,8125	18,3719	0,75
15:00:36	7,21875	25,5625	24,8125	18,3438	0,75
15:01:34	7,25	25,5625	24,8125	18,3125	0,75
15:02:31	7,2625	25,5625	24,8125	18,3	0,75
15:03:29	7,29375	25,5625	24,8125	18,2688	0,75
15:04:26	7,3125	25,5625	24,8125	18,25	0,75
15:05:24	7,33437	25,5625	24,8125	18,2281	0,75
15:06:22	7,37188	25,5625	24,8125	18,1906	0,75
15:07:19	7,37812	25,5625	24,8094	18,1844	0,753125
15:08:17	7,425	25,5625	24,8062	18,1375	0,75625
15:09:14	7,4375	25,5625	24,8031	18,125	0,759375
15:10:12	7,4625	25,5625	24,7844	18,1	0,778125
15:11:10	7,5	25,5625	24,775	18,0625	0,7875
15:12:07	7,5	25,5625	24,7563	18,0625	0,80625
15:13:05	7,54063	25,5625	24,7531	18,0219	0,809375
15:14:02	7,5625	25,5625	24,75	18	0,8125
15:15:00	7,5875	25,5625	24,75	17,975	0,8125
15:15:58	7,60938	25,5625	24,75	17,9531	0,8125
15:16:55	7,62812	25,5625	24,75	17,9344	0,8125
15:17:53	7,65313	25,5625	24,75	17,9094	0,8125
15:18:50	7,6875	25,5625	24,75	17,875	0,8125
15:19:48	7,69688	25,5625	24,75	17,8656	0,8125
15:20:46	7,725	25,5625	24,75	17,8375	0,8125
15:21:43	7,75312	25,5625	24,75	17,8094	0,8125
15:22:41	7,77813	25,5625	24,75	17,7844	0,8125
15:23:38	7,80625	25,5625	24,75	17,7563	0,8125
15:24:36	7,81875	25,5625	24,75	17,7437	0,8125
15:25:34	7,84375	25,5625	24,75	17,7188	0,8125
15:26:31	7,875	25,5656	24,75	17,6906	0,815625
15:27:29	7,8875	25,5875	24,75	17,7	0,8375
15:28:26	7,93125	25,5781	24,75	17,6469	0,828125
15:29:24	7,9375	25,5781	24,75	17,6406	0,828125
15:30:22	7,9625	25,5688	24,75	17,6063	0,81875
15:31:19	7,99688	25,5719	24,75	17,575	0,821875
15:32:17	8,00938	25,5625	24,75	17,5531	0,8125
15:33:14	8,0375	25,5719	24,75	17,5344	0,821875
15:34:12	8,0625	25,5625	24,75	17,5	0,8125
15:35:10	8,0875	25,575	24,75	17,4875	0,825
15:36:07	8,11562	25,5781	24,7469	17,4625	0,83125
15:37:05	8,12813	25,5813	24,7437	17,4531	0,8375
15:38:02	8,16563	25,5844	24,7312	17,4188	0,853125
15:39:00	8,1875	25,5656	24,7281	17,3781	0,8375
15:39:58	8,20312	25,5656	24,7125	17,3625	0,853125
15:40:55	8,225	25,5625	24,7063	17,3375	0,85625
15:41:53	8,25	25,5656	24,6969	17,3156	0,86875
15:42:50	8,26562	25,5813	24,6906	17,3156	0,890625
15:43:48	8,30937	25,5875	24,6938	17,2781	0,89375
15:44:46	8,3125	25,5844	24,6875	17,2719	0,896875
15:45:43	8,3625	25,5938	24,6875	17,2312	0,90625
15:46:41	8,37187	25,5969	24,6875	17,225	0,909375
15:47:38	8,39375	25,5844	24,6875	17,1906	0,896875
15:48:36	8,43437	25,5688	24,6875	17,1344	0,88125
15:49:34	8,4375	25,5656	24,6875	17,1281	0,878125
15:50:31	8,475	25,5813	24,6875	17,1063	0,89375
15:51:29	8,49687	25,5781	24,6875	17,0813	0,890625
15:52:26	8,50938	25,5781	24,6875	17,0688	0,890625
15:53:24	8,5375	25,5688	24,6875	17,0312	0,88125
15:54:22	8,5625	25,5656	24,6875	17,0031	0,878125
15:55:19	8,59062	25,5688	24,6875	16,9781	0,88125
15:56:17	8,6125	25,5625	24,6875	16,95	0,875
15:57:14	8,625	25,5656	24,6875	16,9406	0,878125
15:58:12	8,6625	25,5625	24,6875	16,9	0,875
15:59:10	8,68437	25,5656	24,6875	16,8813	0,878125
16:00:07	8,69375	25,575	24,6875	16,8813	0,8875
16:01:05	8,73438	25,5625	24,6875	16,8281	0,875
16:02:02	8,75	25,5625	24,6875	16,8125	0,875
16:03:00	8,75938	25,5625	24,6875	16,8031	0,875
16:03:58	8,80937	25,5625	24,6875	16,7531	0,875
16:04:55	8,81563	25,5625	24,6875	16,7469	0,875
16:05:53	8,8375	25,5625	24,6875	16,725	0,875
16:06:50	8,87187	25,5625	24,6875	16,6906	0,875
16:07:48	8,8875	25,5625	24,6875	16,675	0,875
16:08:46	8,925	25,5625	24,6875	16,6375	0,875
16:09:43	8,9375	25,5625	24,6875	16,625	0,875
16:10:41	8,95937	25,5625	24,6781	16,6031	0,884375
16:11:38	8,99375	25,5625	24,625	16,5688	0,9375
16:12:36	9	25,5625	24,6438	16,5625	0,91875
16:13:34	9,0375	25,5625	24,6375	16,525	0,925
16:14:31	9,0625	25,5625	24,6313	16,5	0,93125
16:15:29	9,06563	25,5625	24,6375	16,4969	0,925
16:16:26	9,10938	25,5625	24,6281	16,4531	0,934375
16:17:24	9,125	25,5625	24,625	16,4375	0,9375
16:18:22	9,14687	25,5625	24,625	16,4156	0,9375
16:19:19	9,18125	25,5625	24,625	16,3813	0,9375
16:20:17	9,1875	25,5625	24,625	16,375	0,9375
16:21:14	9,21875	25,5625	24,625	16,3438	0,9375
16:22:12	9,24687	25,5625	24,625	16,3156	0,9375
16:23:10	9,25	25,5531	24,625	16,3031	0,928125
16:24:07	9,29688	25,5188	24,625	16,2219	0,89375
16:25:05	9,30937	25,5156	24,625	16,2063	0,890625
16:26:02	9,32188	25,5	24,625	16,1781	0,875
16:27:00	9,35625	25,5	24,625	16,1438	0,875
16:27:58	9,375	25,5	24,625	16,125	0,875
16:28:55	9,3875	25,5	24,625	16,1125	0,875
16:29:53	9,4375	25,5	24,6219	16,0625	0,878125
16:30:50	9,44375	25,5	24,625	16,0562	0,875
16:31:48	9,475	25,5	24,6187	16,025	0,88125
16:32:46	9,49687	25,5	24,625	16,0031	0,875
16:33:43	9,50625	25,5	24,625	15,9938	0,875
16:34:41	9,5375	25,5	24,6187	15,9625	0,88125
16:35:38	9,5625	25,5	24,6156	15,9375	0,884375
16:36:36	9,575	25,5	24,6	15,925	0,9
16:37:34	9,6125	25,5	24,5906	15,8875	0,909375
16:38:31	9,62813	25,5	24,5625	15,8719	0,9375
16:39:29	9,65938	25,5	24,5781	15,8406	0,921875
16:40:26	9,68125	25,4937	24,5656	15,8125	0,928125
16:41:24	9,69063	25,5	24,5656	15,8094	0,934375
16:42:22	9,70937	25,4781	24,5625	15,7687	0,915625
16:43:19	9,74687	25,45	24,5625	15,7031	0,8875
